parent,state_code,state,category,term,state_category_percentage,state_category_percentage_label,state_term_percentage,state_term_percentage_label
origin,KS,Kansas,Money,financial assistance,0.1318,13.18%,0.5348,53.480000000000004%
origin,KS,Kansas,Money,help pay for car,0.1318,13.18%,0.0964,9.64%
origin,KS,Kansas,Other,1717 other terms,0.0195,1.95%,1,100%
origin,KS,Kansas,Transit,63 other terms,0.0613,6.13%,0.0583,5.83%
origin,KS,Kansas,Transit,bus passes,0.0613,6.13%,0.0776,7.76%
origin,KS,Kansas,Transit,help pay for gas,0.0613,6.13%,0.1258,12.58%
origin,KS,Kansas,Transit,help pay for transit,0.0613,6.13%,0.0987,9.87%
origin,KS,Kansas,Transit,transportation,0.0613,6.13%,0.4537,45.37%
origin,KS,Kansas,Transit,transportation for healthcare,0.0613,6.13%,0.186,18.6%
origin,KS,Kansas,Work,18 other terms,0.0095,0.95%,0.1378,13.780000000000001%
origin,KS,Kansas,Work,help find work,0.0095,0.95%,0.4453,44.529999999999994%
origin,KS,Kansas,Work,job placement,0.0095,0.95%,0.4169,41.69%
"",KS,Kansas,origin,origin,0,"",0,""
origin,KY,Kentucky,Care,176 other terms,0.0703,7.03%,0.4247,42.47%
origin,KY,Kentucky,Care,animal welfare,0.0703,7.03%,0.1072,10.72%
origin,KY,Kentucky,Care,burial & funeral help,0.0703,7.03%,0.0648,6.4799999999999995%
origin,KY,Kentucky,Care,navigating the system,0.0703,7.03%,0.0658,6.58%
origin,KY,Kentucky,Care,support groups,0.0703,7.03%,0.1784,17.84%
origin,KY,Kentucky,Care,support network,0.0703,7.03%,0.1591,15.909999999999998%
origin,KY,Kentucky,Education,44 other terms,0.0203,2.03%,0.2605,26.05%
origin,KY,Kentucky,Education,english as a second language (esl),0.0203,2.03%,0.078,7.8%
origin,KY,Kentucky,Education,ged/high-school equivalency,0.0203,2.03%,0.0528,5.28%
origin,KY,Kentucky,Education,more education,0.0203,2.03%,0.2517,25.169999999999998%
origin,KY,Kentucky,Education,skills & training,0.0203,2.03%,0.1787,17.87%
origin,KY,Kentucky,Education,specialized training,0.0203,2.03%,0.074,7.3999999999999995%
origin,KY,Kentucky,Education,supported employment,0.0203,2.03%,0.1043,10.43%
origin,KY,Kentucky,Food,76 other terms,0.1932,19.32%,0.0558,5.58%
origin,KY,Kentucky,Food,emergency food,0.1932,19.32%,0.0871,8.7099999999999991%
origin,KY,Kentucky,Food,food delivery,0.1932,19.32%,0.1211,12.11%
origin,KY,Kentucky,Food,food pantry,0.1932,19.32%,0.5175,51.749999999999993%
origin,KY,Kentucky,Food,government food benefits,0.1932,19.32%,0.0552,5.52%
origin,KY,Kentucky,Food,help pay for food,0.1932,19.32%,0.0824,8.24%
origin,KY,Kentucky,Food,meals,0.1932,19.32%,0.0809,8.09%
origin,KY,Kentucky,Goods,210 other terms,0.0747,7.4700000000000006%,0.2854,28.54%
origin,KY,Kentucky,Goods,baby supplies,0.0747,7.4700000000000006%,0.0685,6.8500000000000005%
origin,KY,Kentucky,Goods,clothing,0.0747,7.4700000000000006%,0.3145,31.45%
origin,KY,Kentucky,Goods,diapers & formula,0.0747,7.4700000000000006%,0.0679,6.79%
origin,KY,Kentucky,Goods,furniture,0.0747,7.4700000000000006%,0.0969,9.69%
origin,KY,Kentucky,Goods,home goods,0.0747,7.4700000000000006%,0.076,7.6%
origin,KY,Kentucky,Goods,toys & gifts,0.0747,7.4700000000000006%,0.0908,9.08%
origin,KY,Kentucky,Health,577 other terms,0.1016,10.16%,0.6495,64.95%
origin,KY,Kentucky,Health,community support services,0.1016,10.16%,0.0548,5.48%
origin,KY,Kentucky,Health,dental care,0.1016,10.16%,0.07,7.0000000000000009%
origin,KY,Kentucky,Health,help pay for healthcare,0.1016,10.16%,0.0924,9.24%
origin,KY,Kentucky,Health,medical care,0.1016,10.16%,0.0593,5.93%
origin,KY,Kentucky,Health,medical supplies,0.1016,10.16%,0.074,7.3999999999999995%
origin,KY,Kentucky,Housing,385 other terms,0.3029,30.29%,0.29,28.999999999999996%
origin,KY,Kentucky,Housing,help find housing,0.3029,30.29%,0.0778,7.7799999999999994%
origin,KY,Kentucky,Housing,help pay for housing,0.3029,30.29%,0.2847,28.470000000000002%
origin,KY,Kentucky,Housing,help pay for utilities,0.3029,30.29%,0.2102,21.02%
origin,KY,Kentucky,Housing,housing vouchers,0.3029,30.29%,0.0569,5.6899999999999995%
origin,KY,Kentucky,Housing,temporary shelter,0.3029,30.29%,0.0804,8.04%
origin,KY,Kentucky,Legal,52 other terms,0.0126,1.26%,0.216,21.6%
origin,KY,Kentucky,Legal,advocacy & legal aid,0.0126,1.26%,0.3635,36.35%
origin,KY,Kentucky,Legal,citizenship & immigration,0.0126,1.26%,0.0911,9.11%
origin,KY,Kentucky,Legal,legal,0.0126,1.26%,0.0519,5.19%
origin,KY,Kentucky,Legal,representation,0.0126,1.26%,0.1916,19.16%
origin,KY,Kentucky,Legal,translation & interpretation,0.0126,1.26%,0.086,8.6%
origin,KY,Kentucky,Money,123 other terms,0.1247,12.47%,0.3131,31.31%
origin,KY,Kentucky,Money,emergency payments,0.1247,12.47%,0.0673,6.7299999999999995%
origin,KY,Kentucky,Money,financial assistance,0.1247,12.47%,0.5076,50.760000000000005%
origin,KY,Kentucky,Money,help pay for car,0.1247,12.47%,0.112,11.200000000000001%
origin,KY,Kentucky,Other,2689 other terms,0.0161,1.6099999999999999%,1,100%
origin,KY,Kentucky,Transit,76 other terms,0.0726,7.26%,0.0414,4.14%
origin,KY,Kentucky,Transit,bus passes,0.0726,7.26%,0.0848,8.48%
origin,KY,Kentucky,Transit,help pay for gas,0.0726,7.26%,0.1343,13.43%
origin,KY,Kentucky,Transit,help pay for transit,0.0726,7.26%,0.0948,9.48%
origin,KY,Kentucky,Transit,transportation,0.0726,7.26%,0.4587,45.87%
origin,KY,Kentucky,Transit,transportation for healthcare,0.0726,7.26%,0.1861,18.61%
origin,KY,Kentucky,Work,18 other terms,0.0108,1.08%,0.0584,5.84%
origin,KY,Kentucky,Work,help find work,0.0108,1.08%,0.4193,41.93%
origin,KY,Kentucky,Work,job placement,0.0108,1.08%,0.4329,43.29%
origin,KY,Kentucky,Work,work,0.0108,1.08%,0.0894,8.94%
"",KY,Kentucky,origin,origin,0,"",0,""
origin,LA,Louisiana,Care,197 other terms,0.0687,6.87%,0.4814,48.14%
origin,LA,Louisiana,Care,animal welfare,0.0687,6.87%,0.0716,7.16%
origin,LA,Louisiana,Care,burial & funeral help,0.0687,6.87%,0.0701,7.01%
origin,LA,Louisiana,Care,navigating the system,0.0687,6.87%,0.0684,6.84%
origin,LA,Louisiana,Care,support groups,0.0687,6.87%,0.1449,14.49%
origin,LA,Louisiana,Care,support network,0.0687,6.87%,0.1636,16.36%
origin,LA,Louisiana,Education,48 other terms,0.0251,2.5100000000000002%,0.2419,24.19%
origin,LA,Louisiana,Education,english as a second language (esl),0.0251,2.5100000000000002%,0.0711,7.1099999999999994%
origin,LA,Louisiana,Education,ged/high-school equivalency,0.0251,2.5100000000000002%,0.1636,16.36%
origin,LA,Louisiana,Education,more education,0.0251,2.5100000000000002%,0.2042,20.419999999999998%
origin,LA,Louisiana,Education,skills & training,0.0251,2.5100000000000002%,0.1512,15.120000000000001%
origin,LA,Louisiana,Education,specialized training,0.0251,2.5100000000000002%,0.0717,7.17%
origin,LA,Louisiana,Education,supported employment,0.0251,2.5100000000000002%,0.0963,9.629999999999999%
origin,LA,Louisiana,Food,88 other terms,0.1781,17.810000000000002%,0.067,6.7%
origin,LA,Louisiana,Food,emergency food,0.1781,17.810000000000002%,0.0808,8.08%
origin,LA,Louisiana,Food,food delivery,0.1781,17.810000000000002%,0.1356,13.56%
origin,LA,Louisiana,Food,food pantry,0.1781,17.810000000000002%,0.4985,49.85%
origin,LA,Louisiana,Food,government food benefits,0.1781,17.810000000000002%,0.0603,6.03%
origin,LA,Louisiana,Food,help pay for food,0.1781,17.810000000000002%,0.0863,8.63%
origin,LA,Louisiana,Food,meals,0.1781,17.810000000000002%,0.0714,7.1400000000000006%
origin,LA,Louisiana,Goods,219 other terms,0.0509,5.09%,0.3309,33.09%
origin,LA,Louisiana,Goods,baby supplies,0.0509,5.09%,0.0918,9.1800000000000015%
origin,LA,Louisiana,Goods,clothing,0.0509,5.09%,0.2342,23.419999999999998%
origin,LA,Louisiana,Goods,diapers & formula,0.0509,5.09%,0.0954,9.54%
origin,LA,Louisiana,Goods,furniture,0.0509,5.09%,0.0955,9.55%
origin,LA,Louisiana,Goods,home goods,0.0509,5.09%,0.0643,6.43%
origin,LA,Louisiana,Goods,toys & gifts,0.0509,5.09%,0.0878,8.7800000000000011%
origin,LA,Louisiana,Health,678 other terms,0.1157,11.57%,0.66,66%
origin,LA,Louisiana,Health,dental care,0.1157,11.57%,0.0936,9.36%
origin,LA,Louisiana,Health,help pay for healthcare,0.1157,11.57%,0.0848,8.48%
origin,LA,Louisiana,Health,medical care,0.1157,11.57%,0.053,5.3%
origin,LA,Louisiana,Health,medical supplies,0.1157,11.57%,0.056,5.6000000000000005%
origin,LA,Louisiana,Health,prescription assistance,0.1157,11.57%,0.0525,5.25%
origin,LA,Louisiana,Housing,487 other terms,0.3415,34.150000000000006%,0.3386,33.86%
origin,LA,Louisiana,Housing,help find housing,0.3415,34.150000000000006%,0.086,8.6%
origin,LA,Louisiana,Housing,help pay for housing,0.3415,34.150000000000006%,0.2426,24.26%
origin,LA,Louisiana,Housing,help pay for utilities,0.3415,34.150000000000006%,0.255,25.5%
origin,LA,Louisiana,Housing,temporary shelter,0.3415,34.150000000000006%,0.0778,7.7799999999999994%
origin,LA,Louisiana,Legal,72 other terms,0.0133,1.3299999999999998%,0.2688,26.88%
origin,LA,Louisiana,Legal,advocacy & legal aid,0.0133,1.3299999999999998%,0.404,40.400000000000006%
origin,LA,Louisiana,Legal,citizenship & immigration,0.0133,1.3299999999999998%,0.0664,6.64%
origin,LA,Louisiana,Legal,representation,0.0133,1.3299999999999998%,0.1955,19.55%
origin,LA,Louisiana,Legal,translation & interpretation,0.0133,1.3299999999999998%,0.0653,6.5299999999999994%
origin,LA,Louisiana,Money,123 other terms,0.1085,10.85%,0.2531,25.31%
origin,LA,Louisiana,Money,emergency payments,0.1085,10.85%,0.0831,8.3099999999999987%
origin,LA,Louisiana,Money,financial aid & loans,0.1085,10.85%,0.0625,6.25%
origin,LA,Louisiana,Money,financial assistance,0.1085,10.85%,0.4702,47.02%
origin,LA,Louisiana,Money,government benefits,0.1085,10.85%,0.05,5%
origin,LA,Louisiana,Money,help pay for car,0.1085,10.85%,0.081,8.1%
origin,LA,Louisiana,Other,3174 other terms,0.0211,2.11%,0.8404,84.04%
origin,LA,Louisiana,Other,homeless,0.0211,2.11%,0.0516,5.16%
origin,LA,Louisiana,Other,single parent,0.0211,2.11%,0.108,10.8%
origin,LA,Louisiana,Transit,86 other terms,0.0657,6.5699999999999994%,0.0452,4.52%
origin,LA,Louisiana,Transit,bus passes,0.0657,6.5699999999999994%,0.0821,8.21%
origin,LA,Louisiana,Transit,help pay for gas,0.0657,6.5699999999999994%,0.0949,9.49%
origin,LA,Louisiana,Transit,help pay for transit,0.0657,6.5699999999999994%,0.1073,10.73%
origin,LA,Louisiana,Transit,transportation,0.0657,6.5699999999999994%,0.4511,45.11%
origin,LA,Louisiana,Transit,transportation for healthcare,0.0657,6.5699999999999994%,0.2194,21.94%
origin,LA,Louisiana,Work,26 other terms,0.0114,1.1400000000000001%,0.1417,14.17%
origin,LA,Louisiana,Work,help find work,0.0114,1.1400000000000001%,0.3727,37.269999999999996%
origin,LA,Louisiana,Work,job placement,0.0114,1.1400000000000001%,0.4856,48.559999999999995%
"",LA,Louisiana,origin,origin,0,"",0,""
origin,MA,Massachusetts,Care,235 other terms,0.1052,10.52%,0.5548,55.48%
origin,MA,Massachusetts,Care,bereavement,0.1052,10.52%,0.0761,7.61%
origin,MA,Massachusetts,Care,navigating the system,0.1052,10.52%,0.0639,6.39%
origin,MA,Massachusetts,Care,support groups,0.1052,10.52%,0.1658,16.580000000000002%
origin,MA,Massachusetts,Care,support network,0.1052,10.52%,0.1394,13.94%
origin,MA,Massachusetts,Education,74 other terms,0.064,6.4%,0.2147,21.47%
origin,MA,Massachusetts,Education,computer class,0.064,6.4%,0.0535,5.35%
origin,MA,Massachusetts,Education,english as a second language (esl),0.064,6.4%,0.3169,31.69%
origin,MA,Massachusetts,Education,ged/high-school equivalency,0.064,6.4%,0.0734,7.3400000000000007%
origin,MA,Massachusetts,Education,more education,0.064,6.4%,0.1123,11.23%
origin,MA,Massachusetts,Education,skills & training,0.064,6.4%,0.1181,11.81%
origin,MA,Massachusetts,Education,specialized training,0.064,6.4%,0.0591,5.91%
origin,MA,Massachusetts,Education,supported employment,0.064,6.4%,0.0521,5.21%
origin,MA,Massachusetts,Food,84 other terms,0.146,14.6%,0.0882,8.82%
origin,MA,Massachusetts,Food,emergency food,0.146,14.6%,0.065,6.5%
origin,MA,Massachusetts,Food,food,0.146,14.6%,0.0618,6.18%
origin,MA,Massachusetts,Food,food delivery,0.146,14.6%,0.0927,9.27%
origin,MA,Massachusetts,Food,food pantry,0.146,14.6%,0.5325,53.25%
origin,MA,Massachusetts,Food,help pay for food,0.146,14.6%,0.0685,6.8500000000000005%
origin,MA,Massachusetts,Food,meals,0.146,14.6%,0.0913,9.13%
origin,MA,Massachusetts,Goods,216 other terms,0.0975,9.75%,0.2874,28.74%
origin,MA,Massachusetts,Goods,baby supplies,0.0975,9.75%,0.0719,7.19%
origin,MA,Massachusetts,Goods,clothing,0.0975,9.75%,0.1862,18.62%
origin,MA,Massachusetts,Goods,diapers & formula,0.0975,9.75%,0.0883,8.83%
origin,MA,Massachusetts,Goods,furniture,0.0975,9.75%,0.2009,20.09%
origin,MA,Massachusetts,Goods,toys & gifts,0.0975,9.75%,0.1653,16.53%
origin,MA,Massachusetts,Health,612 other terms,0.1292,12.920000000000002%,0.7546,75.460000000000008%
origin,MA,Massachusetts,Health,help pay for healthcare,0.1292,12.920000000000002%,0.0597,5.9700000000000006%
origin,MA,Massachusetts,Health,medical care,0.1292,12.920000000000002%,0.0709,7.0900000000000007%
origin,MA,Massachusetts,Health,mental health care,0.1292,12.920000000000002%,0.056,5.6000000000000005%
origin,MA,Massachusetts,Health,prescription assistance,0.1292,12.920000000000002%,0.0588,5.88%
origin,MA,Massachusetts,Housing,379 other terms,0.2575,25.75%,0.3524,35.24%
origin,MA,Massachusetts,Housing,help find housing,0.2575,25.75%,0.108,10.8%
origin,MA,Massachusetts,Housing,help pay for housing,0.2575,25.75%,0.1697,16.97%
origin,MA,Massachusetts,Housing,help pay for utilities,0.2575,25.75%,0.1361,13.61%
origin,MA,Massachusetts,Housing,temporary shelter,0.2575,25.75%,0.2338,23.380000000000003%
origin,MA,Massachusetts,Legal,75 other terms,0.0239,2.39%,0.2618,26.179999999999996%
origin,MA,Massachusetts,Legal,advocacy & legal aid,0.0239,2.39%,0.2981,29.81%
origin,MA,Massachusetts,Legal,citizenship & immigration,0.0239,2.39%,0.269,26.900000000000002%
origin,MA,Massachusetts,Legal,discrimination & civil rights,0.0239,2.39%,0.0522,5.2200000000000006%
origin,MA,Massachusetts,Legal,representation,0.0239,2.39%,0.1188,11.88%
origin,MA,Massachusetts,Money,133 other terms,0.0907,9.07%,0.4303,43.03%
origin,MA,Massachusetts,Money,financial aid & loans,0.0907,9.07%,0.0573,5.7299999999999995%
origin,MA,Massachusetts,Money,financial assistance,0.0907,9.07%,0.4234,42.34%
origin,MA,Massachusetts,Money,help pay for car,0.0907,9.07%,0.089,8.9%
origin,MA,Massachusetts,Other,3497 other terms,0.0172,1.72%,1,100%
origin,MA,Massachusetts,Transit,70 other terms,0.0497,4.97%,0.0728,7.28%
origin,MA,Massachusetts,Transit,bus passes,0.0497,4.97%,0.0778,7.7799999999999994%
origin,MA,Massachusetts,Transit,help pay for gas,0.0497,4.97%,0.0804,8.04%
origin,MA,Massachusetts,Transit,help pay for transit,0.0497,4.97%,0.0947,9.47%
origin,MA,Massachusetts,Transit,transportation,0.0497,4.97%,0.3982,39.82%
origin,MA,Massachusetts,Transit,transportation for healthcare,0.0497,4.97%,0.2761,27.61%
origin,MA,Massachusetts,Work,28 other terms,0.0192,1.92%,0.0421,4.21%
origin,MA,Massachusetts,Work,help find work,0.0192,1.92%,0.2803,28.03%
origin,MA,Massachusetts,Work,interview training,0.0192,1.92%,0.0538,5.38%
origin,MA,Massachusetts,Work,job placement,0.0192,1.92%,0.3332,33.32%
origin,MA,Massachusetts,Work,resume development,0.0192,1.92%,0.0614,6.1400000000000006%
origin,MA,Massachusetts,Work,work,0.0192,1.92%,0.2291,22.91%
"",MA,Massachusetts,origin,origin,0,"",0,""
origin,MD,Maryland,Care,224 other terms,0.0737,7.37%,0.6167,61.67%
origin,MD,Maryland,Care,navigating the system,0.0737,7.37%,0.0723,7.23%
origin,MD,Maryland,Care,support groups,0.0737,7.37%,0.1454,14.540000000000001%
origin,MD,Maryland,Care,support network,0.0737,7.37%,0.1655,16.55%
origin,MD,Maryland,Education,68 other terms,0.0437,4.37%,0.2455,24.55%
origin,MD,Maryland,Education,english as a second language (esl),0.0437,4.37%,0.2304,23.04%
origin,MD,Maryland,Education,ged/high-school equivalency,0.0437,4.37%,0.06,6%
origin,MD,Maryland,Education,more education,0.0437,4.37%,0.1363,13.63%
origin,MD,Maryland,Education,skills & training,0.0437,4.37%,0.1525,15.25%
origin,MD,Maryland,Education,specialized training,0.0437,4.37%,0.0862,8.62%
origin,MD,Maryland,Education,supported employment,0.0437,4.37%,0.0891,8.91%
origin,MD,Maryland,Food,105 other terms,0.1945,19.45%,0.1203,12.030000000000001%
origin,MD,Maryland,Food,emergency food,0.1945,19.45%,0.0703,7.03%
origin,MD,Maryland,Food,food delivery,0.1945,19.45%,0.1161,11.61%
origin,MD,Maryland,Food,food pantry,0.1945,19.45%,0.5755,57.550000000000004%
origin,MD,Maryland,Food,help pay for food,0.1945,19.45%,0.0611,6.11%
origin,MD,Maryland,Food,meals,0.1945,19.45%,0.0566,5.66%
origin,MD,Maryland,Goods,230 other terms,0.071,7.1%,0.3049,30.490000000000002%
origin,MD,Maryland,Goods,baby supplies,0.071,7.1%,0.0964,9.64%
origin,MD,Maryland,Goods,clothing,0.071,7.1%,0.2337,23.369999999999997%
origin,MD,Maryland,Goods,diapers & formula,0.071,7.1%,0.1303,13.03%
origin,MD,Maryland,Goods,furniture,0.071,7.1%,0.1428,14.280000000000001%
origin,MD,Maryland,Goods,toys & gifts,0.071,7.1%,0.0919,9.19%
origin,MD,Maryland,Health,700 other terms,0.1223,12.23%,0.6822,68.22%
origin,MD,Maryland,Health,community support services,0.1223,12.23%,0.0516,5.16%
origin,MD,Maryland,Health,dental care,0.1223,12.23%,0.0646,6.4600000000000009%
origin,MD,Maryland,Health,help pay for healthcare,0.1223,12.23%,0.0805,8.05%
origin,MD,Maryland,Health,medical care,0.1223,12.23%,0.0654,6.54%
origin,MD,Maryland,Health,mental health care,0.1223,12.23%,0.0557,5.57%
origin,MD,Maryland,Housing,427 other terms,0.2877,28.77%,0.3,30%
origin,MD,Maryland,Housing,help find housing,0.2877,28.77%,0.1122,11.219999999999999%
origin,MD,Maryland,Housing,help pay for housing,0.2877,28.77%,0.2731,27.310000000000002%
origin,MD,Maryland,Housing,help pay for utilities,0.2877,28.77%,0.1497,14.97%
origin,MD,Maryland,Housing,housing vouchers,0.2877,28.77%,0.0554,5.54%
origin,MD,Maryland,Housing,temporary shelter,0.2877,28.77%,0.1096,10.96%
origin,MD,Maryland,Legal,77 other terms,0.016,1.6%,0.1882,18.82%
origin,MD,Maryland,Legal,advocacy & legal aid,0.016,1.6%,0.2482,24.82%
origin,MD,Maryland,Legal,citizenship & immigration,0.016,1.6%,0.2033,20.330000000000002%
origin,MD,Maryland,Legal,discrimination & civil rights,0.016,1.6%,0.051,5.1%
origin,MD,Maryland,Legal,representation,0.016,1.6%,0.196,19.6%
origin,MD,Maryland,Legal,translation & interpretation,0.016,1.6%,0.0518,5.18%
origin,MD,Maryland,Legal,workplace rights,0.016,1.6%,0.0616,6.16%
origin,MD,Maryland,Money,136 other terms,0.0938,9.379999999999999%,0.3489,34.89%
origin,MD,Maryland,Money,financial aid & loans,0.0938,9.379999999999999%,0.0771,7.71%
origin,MD,Maryland,Money,financial assistance,0.0938,9.379999999999999%,0.4151,41.510000000000005%
origin,MD,Maryland,Money,help pay for car,0.0938,9.379999999999999%,0.1027,10.27%
origin,MD,Maryland,Money,personal loans,0.0938,9.379999999999999%,0.0563,5.63%
origin,MD,Maryland,Other,3870 other terms,0.0202,2.02%,1,100%
origin,MD,Maryland,Transit,93 other terms,0.0591,5.91%,0.0447,4.47%
origin,MD,Maryland,Transit,bus passes,0.0591,5.91%,0.0894,8.94%
origin,MD,Maryland,Transit,help pay for gas,0.0591,5.91%,0.0938,9.379999999999999%
origin,MD,Maryland,Transit,help pay for transit,0.0591,5.91%,0.0956,9.56%
origin,MD,Maryland,Transit,transportation,0.0591,5.91%,0.4341,43.41%
origin,MD,Maryland,Transit,transportation for healthcare,0.0591,5.91%,0.2424,24.240000000000002%
origin,MD,Maryland,Work,29 other terms,0.018,1.7999999999999998%,0.1397,13.969999999999999%
origin,MD,Maryland,Work,help find work,0.018,1.7999999999999998%,0.335,33.5%
origin,MD,Maryland,Work,job placement,0.018,1.7999999999999998%,0.5253,52.53%
"",MD,Maryland,origin,origin,0,"",0,""
origin,ME,Maine,Care,161 other terms,0.1386,13.86%,0.3234,32.34%
origin,ME,Maine,Care,daytime care,0.1386,13.86%,0.0542,5.42%
origin,ME,Maine,Care,navigating the system,0.1386,13.86%,0.147,14.7%
origin,ME,Maine,Care,residential care,0.1386,13.86%,0.0516,5.16%
origin,ME,Maine,Care,support groups,0.1386,13.86%,0.0704,7.04%
origin,ME,Maine,Care,support network,0.1386,13.86%,0.3534,35.339999999999996%
origin,ME,Maine,Education,35 other terms,0.0479,4.79%,0.2486,24.86%
origin,ME,Maine,Education,more education,0.0479,4.79%,0.4671,46.71%
origin,ME,Maine,Education,skills & training,0.0479,4.79%,0.2844,28.439999999999998%
origin,ME,Maine,Food,55 other terms,0.1515,15.15%,0.1357,13.569999999999999%
origin,ME,Maine,Food,emergency food,0.1515,15.15%,0.0696,6.9599999999999991%
origin,ME,Maine,Food,food delivery,0.1515,15.15%,0.105,10.5%
origin,ME,Maine,Food,food pantry,0.1515,15.15%,0.5119,51.190000000000005%
origin,ME,Maine,Food,help pay for food,0.1515,15.15%,0.0793,7.93%
origin,ME,Maine,Food,meals,0.1515,15.15%,0.0986,9.86%
origin,ME,Maine,Goods,131 other terms,0.0562,5.62%,0.3008,30.080000000000002%
